city,st,state,lat,lon,county,zip,bad_lat,bad_lon,distance_miles,geocode_flag
Berkeley Lake,GA,Georgia,33.98528,-84.18333,Gwinnett,,33.98528,-84.18333,0.0,OK
Berlin,GA,Georgia,31.0675,-83.62361,Colquitt,31722,31.0675,-83.62361,0.0,OK
Bethlehem,GA,Georgia,33.93639,-83.71056,Barrow,30620,33.983195749782,-83.62815459812359,5.727644808807828,Review
Between,GA,Georgia,33.81389,-83.80917,Walton,30655,33.840050915790144,-83.77812886403392,2.537548300974464,Review
Bishop,GA,Georgia,33.81639,-83.43639,Oconee,30621,33.833807665991976,-83.35055569497318,5.081256724537474,Review
Blackshear,GA,Georgia,31.29889,-82.24778,Pierce,31516,31.29889,-82.24778,0.0,OK
Blairsville,GA,Georgia,34.87556,-83.95667,Union,"30512, 30514",34.87556,-83.95667,0.0,OK
Blakely,GA,Georgia,31.37667,-84.93389,Early,"31723, 39823",32.66206470911732,-83.78076445920628,111.4707850879007,Bad
Bloomingdale,GA,Georgia,32.12417,-81.30722,Chatham,31302,33.91075529147825,-78.99025482979465,182.34374186859904,Bad
Blue Ridge,GA,Georgia,34.86833,-84.32111,Fannin,30513,34.86833,-84.32111,0.0,OK
Bluffton,GA,Georgia,31.52222,-84.86694,Clay,"31724, 39824",31.595727837387646,-84.76712038651043,7.767052983039411,Review
Blythe,GA,Georgia,33.29472,-82.20056,Burke,30805,33.29472,-82.20056,0.0,OK
Bogart,GA,Georgia,33.94833,-83.53389,Oconee,30622,33.94833,-83.53389,0.0,OK
Boston,GA,Georgia,30.8,-83.783,Thomas,31626,32.997896608169235,-79.49376457659505,294.0616876483793,Bad
Bostwick,GA,Georgia,33.73722,-83.515,Morgan,30623,33.78373826354837,-83.45280415975897,4.806040506550202,Review
Bowdon,GA,Georgia,33.53944,-85.25583,Carroll,30108,33.595578227574784,-85.17732555164848,5.95680251236219,Review
Bowersville,GA,Georgia,34.37194,-83.0825,Hart,30516,36.96196114020522,-81.17479479064536,208.32355969212279,Bad
Bowman,GA,Georgia,34.20417,-83.02694,Elbert,30624,34.26059428154372,-82.94620228165823,6.040633058955258,Review
Braselton,GA,Georgia,34.09889,-83.79778,Barrow,"30517, 30519, 30542, 30548",34.09889,-83.79778,0.0,OK
Braswell,GA,Georgia,33.98389,-84.95944,Paulding,,33.98389,-84.95944,0.0,OK
Bremen,GA,Georgia,33.71583,-85.14722,Haralson,"30110, 30182",33.79514179594079,-85.0744052857799,6.8885387785941585,Review
Brinson,GA,Georgia,30.97917,-84.73611,Decatur,"31725, 39825",33.779057742189885,-81.50232273070263,270.1061218299702,Bad
Bronwood,GA,Georgia,31.83083,-84.36389,Terrell,"31726, 39826",31.83083,-84.36389,0.0,OK
Brookhaven,GA,Georgia,33.85917,-84.33889,DeKalb,"30319, 30341",38.63258600471154,-83.30016538383603,334.1916501081301,Bad
Brooklet,GA,Georgia,32.38222,-81.66472,Bulloch,30415,32.38222,-81.66472,0.0,OK
Brooks,GA,Georgia,33.29611,-84.45889,Fayette,30205,33.36782865252954,-84.41258681545604,5.621794138268313,Review
Broxton,GA,Georgia,31.6275,-82.88972,Coffee,31519,31.6275,-82.88972,0.0,OK
Brunswick,GA,Georgia,31.14972,-81.49139,Glynn,"31520-31525, 31527, 31561",31.230402202971717,-81.39839702285377,7.824933587286285,Review
Buchanan,GA,Georgia,33.80167,-85.18361,Haralson,30113,38.612220182886645,-82.86260788712886,356.1011242330655,Bad
Buckhead,GA,Georgia,33.56806,-83.3625,Morgan,30625,33.56806,-83.3625,0.0,OK
Buena Vista,GA,Georgia,32.31833,-84.51611,Marion,31803,32.31833,-84.51611,0.0,OK
Buford,GA,Georgia,34.11694,-83.99861,Gwinnett,"30515, 30518, 30519",34.16209725318889,-83.94050584773198,4.558137152483399,Review
Butler,GA,Georgia,32.55,-84.233,Taylor,31006,33.98455342438344,-80.95493995231575,213.96829815801325,Bad
Byromville,GA,Georgia,32.20139,-83.90806,Dooly,31007,32.20139,-83.90806,0.0,OK
Byron,GA,Georgia,32.64889,-83.75556,Peach,31008,34.06614270971315,-80.5439328987683,209.83975763435907,Bad
Cadwell,GA,Georgia,32.34028,-83.0425,Laurens,31009,36.09637819899094,-80.08804670969134,309.22021083946805,Bad
Cairo,GA,Georgia,30.8775,-84.20139,Grady,"31728, 39827, 39828",32.15546414230303,-79.34941177590447,299.56578911210505,Bad
Calhoun,GA,Georgia,34.5,-84.9425,Gordon,"30701, 30703 (PO Boxes)",36.43215770396905,-81.3042204271437,244.6131664889619,Bad
Camak,GA,Georgia,33.45306,-82.64833,Warren,30807,34.682872722463976,-79.57420327924231,195.63290805121687,Bad
Camilla,GA,Georgia,31.23028,-84.20917,Mitchell,31730,35.66910938950695,-81.56572506279751,341.8756277117132,Bad
Canon,GA,Georgia,34.34556,-83.10861,Franklin,30520,35.78853579315715,-79.96279792312106,204.15154790972184,Bad
Canton,GA,Georgia,34.22722,-84.49472,Cherokee,"30114, 30115, 30169",34.32317870890709,-84.406807045546,8.30970745117432,Review
Carl,GA,Georgia,34.00667,-83.81194,Barrow,,35.82937801990501,-81.08313729465557,199.46901652173278,Bad
Carlton,GA,Georgia,34.04222,-83.035,Madison,30627,34.10655385038196,-82.94047611707502,7.003858475890725,Review
Carnesville,GA,Georgia,34.37139,-83.23361,Franklin,30521,34.37139,-83.23361,0.0,OK
Carrollton,GA,Georgia,33.58083,-85.07667,Carroll,"30112, 30116, 30117, 30118, 30119",33.591499897788744,-85.05382772107157,1.5089082542701326,Review
Cartersville,GA,Georgia,34.183,-84.8,Bartow,"30120, 30121",36.77994765820648,-80.56973667005181,298.1997389433184,Bad
Cave Spring,GA,Georgia,34.10889,-85.33611,Floyd,30124,34.10889,-85.33611,0.0,OK
Cecil,GA,Georgia,31.04722,-83.39333,Cook,31627[4],31.109071947706322,-83.31697383601994,6.217368952554393,Review
Cedar,GA,Georgia,0.0,0.0,,,4.523976293769355,2.8252264960641216,367.0582130905501,Bad
Centerville,GA,Georgia,32.60861,-83.63806,Houston,31028,32.60861,-83.63806,0.0,OK
Centralhatchee,GA,Georgia,33.36861,-85.10417,Heard,30217,36.82072004684655,-80.86423094068753,338.06834413669316,Bad
Chamblee,GA,Georgia,33.8875,-84.30528,DeKalb,"30341, 30366",35.88403927026922,-79.7054215187795,295.2660614540426,Bad
Chatsworth,GA,Georgia,34.77222,-84.77889,Murray,30705,34.86419497859088,-84.75238001129816,6.516786368679835,Review
Chattahoochee Hills,GA,Georgia,33.55056,-84.76056,Fulton,,33.64567186252482,-84.72898742681727,6.803276062401917,Review
Chauncey,GA,Georgia,32.105,-83.06611,Dodge,31011,32.17152748829422,-83.02983993685305,5.053154356354352,Review
Chester,GA,Georgia,32.395,-83.15361,Dodge,31012,32.395,-83.15361,0.0,OK
Chickamauga,GA,Georgia,34.87472,-85.29278,Walker,30707,34.92913388195019,-85.19346492503041,6.7736385176698235,Review
Clarkesville,GA,Georgia,34.61056,-83.525,Habersham,30523-4712,34.61056,-83.525,0.0,OK
Clarkston,GA,Georgia,33.81028,-84.24,DeKalb,30021,35.23117824391588,-80.17384367884664,251.78499784773405,Bad
Claxton,GA,Georgia,32.16083,-81.90861,Evans,"30414, 30417",32.19357899563688,-81.85306418854044,3.9607593962447636,Review
Clayton,GA,Georgia,34.87778,-83.40167,Rabun,30525,34.950283714269446,-83.32419374729832,6.65838819435334,Review
Clermont,GA,Georgia,34.47722,-83.77417,Hall,30527,34.47722,-83.77417,0.0,OK
Cleveland,GA,Georgia,34.59639,-83.76389,White,30528,34.60735636252518,-83.74356855547504,1.383110223127359,Review
Climax,GA,Georgia,30.87722,-84.43194,Decatur,"31734, 39834",30.954600842505265,-84.37831166864035,6.209934027024107,Review
Cobb,GA,Georgia,31.959139,-83.981889,Sumter,,35.152853161426506,-82.01271456386048,247.68953390183452,Bad
Cochran,GA,Georgia,32.38667,-83.35056,Bleckley,31014,32.47050840207102,-83.26481937202183,7.647306635941777,Review
Cohutta,GA,Georgia,34.95917,-84.95278,Whitfield,30710,36.031434510601414,-83.55071951579224,108.22488490754814,Bad
Colbert,GA,Georgia,34.0375,-83.21389,Madison,30628,37.17611533228894,-80.65049199140152,260.07069570919964,Bad
College Park,GA,Georgia,33.64833,-84.45611,Clayton,"30337, 30349",37.70268618791612,-80.74657743293844,348.74793752833216,Bad
Collins,GA,Georgia,32.17861,-82.11,Tattnall,30421,34.61095795862258,-80.2433102668997,199.35061056481555,Bad
Colquitt,GA,Georgia,31.17306,-84.72861,Miller,"31737, 39837",34.87323652309831,-82.86394400171822,277.00032493423157,Bad
Columbus,GA,Georgia,32.49222,-84.94028,Muscogee,"31820, 31829, 31900-09, 31914, 31917, 31993-94, 31997-99",32.49222,-84.94028,0.0,OK
Comer,GA,Georgia,34.06306,-83.125,Madison,30629,34.06306,-83.125,0.0,OK
Commerce,GA,Georgia,34.20639,-83.46111,Jackson,"30529, 30599",34.20639,-83.46111,0.0,OK
Concord,GA,Georgia,33.09083,-84.43889,Pike,30206,33.10554737305699,-84.42847008405283,1.1806654915206733,Review
Conyers,GA,Georgia,33.66639,-84.0075,Rockdale,"30012, 30013, 30094",33.66639,-84.0075,0.0,OK
Coolidge,GA,Georgia,31.01083,-83.86667,Thomas,31738,31.042298629077067,-83.84844522129235,2.422583321966097,Review
Cordele,GA,Georgia,31.96417,-83.77722,Crisp,"31010, 31015",31.96417,-83.77722,0.0,OK
Cornelia,GA,Georgia,34.51361,-83.53083,Habersham,30531,34.583815450994415,-83.50097889332437,5.130020627854815,Review
Covington,GA,Georgia,33.6,-83.867,Newton,30014-30016,33.6,-83.867,0.0,OK
Crawford,GA,Georgia,33.88333,-83.15528,Oglethorpe,30630,33.90836425295622,-83.10786879910317,3.2253010092078678,Review
Crawfordville,GA,Georgia,33.55472,-82.89833,Taliaferro,30631,35.86328586464285,-79.65011353110593,243.9218156473551,Bad
Culloden,GA,Georgia,32.86306,-84.09361,Monroe,31016,34.69153726149342,-80.92679938627649,221.56837463659545,Bad
Cumming,GA,Georgia,34.20694,-84.13917,Forsyth,"30028, 30040, 30041",34.23618019880243,-84.09707813066733,3.141662689084553,Review
Cusseta-Chattahoochee unified government,GA,Georgia,0.0,0.0,,,2.608557959019922,2.264960885404985,238.01558949918217,Bad
Cuthbert,GA,Georgia,31.77083,-84.79361,Randolph,"31740, 39840",31.786771465565685,-84.71025235975547,5.027529150348364,Review
Dacula,GA,Georgia,33.9875,-83.89194,Gwinnett,30019,34.0035598141677,-83.86226952303441,2.0313968939458853,Review
Dahlonega,GA,Georgia,34.533,-83.983,Lumpkin,"30533, 30597",34.533,-83.983,0.0,OK
Daisy,GA,Georgia,32.15,-81.83583,Evans,30423,32.20825633772621,-81.73668218412429,7.061918639365986,Review
Dallas,GA,Georgia,33.91861,-84.84083,Paulding,"30132, 30157",34.014923123394006,-84.77684195693618,7.587462528736962,Review
Dalton,GA,Georgia,34.77111,-84.97167,Whitfield,30719-30722,34.77111,-84.97167,0.0,OK
Damascus,GA,Georgia,31.29861,-84.7175,Early,"31741, 39841",31.29861,-84.7175,0.0,OK
Danielsville,GA,Georgia,34.12417,-83.21639,Madison,30633,34.191351810651376,-83.12683296710279,6.9119129642105035,Review
Danville,GA,Georgia,32.60556,-83.24472,Twiggs,31017,32.60556,-83.24472,0.0,OK
Darien,GA,Georgia,31.37111,-81.43083,McIntosh,31305,31.435877998994062,-81.36817667770265,5.798155505693689,Review
Dasher,GA,Georgia,30.74528,-83.22306,Lowndes,31601,30.74528,-83.22306,0.0,OK
Davisboro,GA,Georgia,32.98,-82.60889,Washington,31018,36.329874189634,-77.65536654255355,364.501908806503,Bad
Dawson,GA,Georgia,31.77389,-84.44083,Terrell,"31742, 39842",35.23928469834986,-79.85371229453396,356.5355384155479,Bad
Dawsonville,GA,Georgia,34.417,-84.117,Dawson,30534,34.417,-84.117,0.0,OK
Dearing,GA,Georgia,33.41333,-82.38472,McDuffie,30808,33.41333,-82.38472,0.0,OK
Decatur,GA,Georgia,33.77139,-84.29778,DeKalb,"30030, 30032, 30033, 30307, 30317",36.269484513974376,-82.11132107850756,212.1866443228532,Bad
Deepstep,GA,Georgia,33.02194,-82.96833,Washington,31082,34.83948132038471,-81.81670313777018,141.66654750737376,Bad
Demorest,GA,Georgia,34.565,-83.54389,Habersham,"30535, 30544",34.565,-83.54389,0.0,OK
Denton,GA,Georgia,31.72278,-82.69639,Jeff Davis,31532,31.72278,-82.69639,0.0,OK
De Soto,GA,Georgia,31.95472,-84.0675,Sumter,31743,32.02264418644449,-83.98905555059339,6.566789416738056,Review
Dexter,GA,Georgia,32.43444,-83.05889,Laurens,31019,32.43444,-83.05889,0.0,OK
Dillard,GA,Georgia,34.97472,-83.38389,Rabun,30537,34.9868523999063,-83.29766586390109,4.963082376524447,Review
Doerun,GA,Georgia,31.32,-83.91667,Colquitt,31744,31.378538057691355,-83.82507311480617,6.7524416838378345,Review
Donalsonville,GA,Georgia,31.04083,-84.87833,Seminole,39845,31.112691485486216,-84.80357480022475,6.645139113621667,Review
Dooling,GA,Georgia,32.23,-83.92833,Dooly,,32.26894732919722,-83.87851751988798,3.9635523249524094,Review
Doraville,GA,Georgia,33.90528,-84.27389,DeKalb,"30340, 30360, 30362",38.384746959585016,-82.99395032008943,317.0273517166065,Bad
Douglas,GA,Georgia,31.5075,-82.85083,Coffee,31533-31535,35.04496783709563,-81.28470195651906,260.0876459676285,Bad
Douglasville,GA,Georgia,33.74972,-84.72306,Douglas,"30122, 30133-30135. 30154",35.11675756969201,-81.35253739515164,214.30527958253276,Bad
Dublin,GA,Georgia,32.5375,-82.91833,Laurens,"31021, 31027, 31040",32.5375,-82.91833,0.0,OK
Dudley,GA,Georgia,32.53833,-83.07611,Laurens,31022,33.85098805441856,-79.17615358091729,243.3805352142692,Bad
Duluth,GA,Georgia,34.00306,-84.14556,Gwinnett,"30026, 30029, 30095-30099",34.00306,-84.14556,0.0,OK
Dunwoody,GA,Georgia,33.94278,-84.31778,DeKalb,"30338, 30346, 30360",35.64852201958928,-82.32190227800189,163.41285361259946,Bad
Du Pont,GA,Georgia,30.99,-82.8717,Clinch,31630,33.78308476947921,-79.32928491154311,282.69376765692346,Bad
East Dublin,GA,Georgia,32.55083,-82.86861,Laurens,31027,36.675985701672154,-81.54854611243329,294.12413721230035,Bad
East Ellijay,GA,Georgia,34.68472,-84.4725,Gilmer,30539-30540,34.709818943429916,-84.42277615362373,3.317704114389216,Review
Eastman,GA,Georgia,32.19778,-83.17917,Dodge,31023,32.19778,-83.17917,0.0,OK
East Point,GA,Georgia,33.67611,-84.45139,Fulton,"30344, 30364",33.67611,-84.45139,0.0,OK
Eatonton,GA,Georgia,33.32639,-83.38778,Putnam,31024,33.37071773805012,-83.30091620107255,5.880043840676841,Review
Echols consolidated government,GA,Georgia,0.0,0.0,,,0.0,0.0,0.0,OK
Edge Hill,GA,Georgia,33.15306,-82.62667,Glascock,30810,33.2284583411626,-82.59351374500632,5.5398721938926805,Review
Edison,GA,Georgia,31.56083,-84.73806,Calhoun,"31746, 39846",31.604593219644073,-84.6735177179009,4.856138608031481,Review
Elberton,GA,Georgia,34.10972,-82.86556,Elbert,30635,35.65634539705227,-79.98852607507122,195.11469579234375,Bad
Ellaville,GA,Georgia,32.23889,-84.30944,Schley,31806,33.997393258352886,-83.25810291100814,135.65576127841263,Bad
Ellenton,GA,Georgia,31.17667,-83.58806,Colquitt,31747,31.17667,-83.58806,0.0,OK
Ellijay,GA,Georgia,34.69472,-84.48361,Gilmer,30540,34.69472,-84.48361,0.0,OK
Emerson,GA,Georgia,34.126806,-84.757083,Bartow,30137,34.126806,-84.757083,0.0,OK
Enigma,GA,Georgia,31.41139,-83.33111,Berrien,31749,31.479084384968854,-83.26816218951097,5.964540333105625,Review
Ephesus,GA,Georgia,33.405,-85.25972,Heard,30170,33.497944292360565,-85.2150856589695,6.905059520505,Review
Eton,GA,Georgia,34.8225,-84.76194,Murray,30724,34.87176681508227,-84.72896674247761,3.8787911503115216,Review
Euharlee,GA,Georgia,34.14722,-84.93639,Bartow,"30120, 30145",34.14722,-84.93639,0.0,OK
Fairburn,GA,Georgia,33.5625,-84.58139,Fulton,30213,33.634464045562865,-84.50870901291614,6.4938456850125,Review
Fairmount,GA,Georgia,34.43861,-84.69944,Gordon,30139,34.43861,-84.69944,0.0,OK
Fargo,GA,Georgia,30.68667,-82.56694,Clinch,31631,30.69977568148592,-82.48375862307692,5.0336396029407835,Review
Fayetteville,GA,Georgia,33.44778,-84.46167,Fayette,30214-30215,33.44778,-84.46167,0.0,OK
Fitzgerald,GA,Georgia,31.71556,-83.25639,Ben Hill,31750,31.71556,-83.25639,0.0,OK
Flemington,GA,Georgia,31.85639,-81.56111,Liberty,31313,34.67827308072881,-77.8368440625713,290.3117231655592,Bad
Flovilla,GA,Georgia,33.25556,-83.89833,Butts,30216,36.66415730775183,-79.09121701824532,359.95667267044234,Bad
Flowery Branch,GA,Georgia,34.18583,-83.92444,Hall,30542,34.26521749669722,-83.85644423483518,6.715423799070177,Review
Folkston,GA,Georgia,30.83444,-82.00472,Charlton,31537,30.897194438576648,-81.91363039150036,6.927592622093825,Review
Forest Park,GA,Georgia,33.61972,-84.36583,Clayton,30297-30298,33.66778503739152,-84.2811525391476,5.899068100288161,Review
Forsyth,GA,Georgia,33.035,-83.93806,Monroe,31029,35.24387826385041,-79.06732627596612,317.90774272966536,Bad
Fort Gaines,GA,Georgia,31.61417,-85.04833,Clay,"31751, 39851",31.651888097985193,-85.00128519070536,3.800505572982181,Review
Fort Oglethorpe,GA,Georgia,34.94556,-85.24556,Catoosa,30742,34.94556,-85.24556,0.0,OK
Fort Valley,GA,Georgia,32.55,-83.883,Peach,31030,36.09472099460994,-79.7762355404635,338.82774795398433,Bad
Franklin,GA,Georgia,33.27972,-85.09833,Heard,30217,33.35710570652051,-85.00462848206531,7.604962628178928,Review
Franklin Springs,GA,Georgia,34.28472,-83.14333,Franklin,30639,34.383552294383314,-83.05985495597113,8.31801312278631,Review
Funston,GA,Georgia,31.19861,-83.87306,Colquitt,31753,32.477975979842654,-80.08779317093135,239.43745658722165,Bad
Gainesville,GA,Georgia,34.30444,-83.83389,Hall,"30501, 30503-30504, 30506-30507",34.30444,-83.83389,0.0,OK
Garden,GA,Georgia,0.0,0.0,,,0.043718624985039256,0.07336424769528126,5.897032664617244,Review
Garfield,GA,Georgia,32.65056,-82.09639,Emanuel,30425,34.37849732591312,-77.30245675415522,301.2417509717641,Bad
Gay,GA,Georgia,33.09389,-84.57389,Meriwether,30218,33.09389,-84.57389,0.0,OK
Geneva,GA,Georgia,32.57944,-84.55056,Talbot,31810,33.815368259787434,-82.81964240290944,131.57230297202187,Bad
George-Quitman unified government,GA,Georgia,0.0,0.0,,,0.09120459600124806,0.04679131619383201,7.052940041817624,Review
Gibson,GA,Georgia,33.23278,-82.59528,Glascock,30810,33.23278,-82.59528,0.0,OK
Gillsville,GA,Georgia,34.30917,-83.63556,Banks,30543,34.345551302682416,-83.59156443161113,3.5521731168159136,Review
Girard,GA,Georgia,33.04111,-81.71111,Burke,30426,35.40971767095288,-78.36852439954102,251.51921826221346,Bad
Glennville,GA,Georgia,31.93917,-81.92694,Tattnall,30427,31.93917,-81.92694,0.0,OK
Glenwood,GA,Georgia,32.18111,-82.67278,Wheeler,30428,33.425335867571846,-78.66558521407087,248.4487502988113,Bad
Good Hope,GA,Georgia,33.78694,-83.60972,Walton,30641,37.116721794226386,-78.65924466363134,361.3992732073665,Bad
Gordon,GA,Georgia,32.88583,-83.33528,Wilkinson,31031,35.975168177197766,-82.30623217181248,220.90188337755228,Bad
Graham,GA,Georgia,31.83306,-82.50361,Appling,31513,31.83306,-82.50361,0.0,OK
Grantville,GA,Georgia,33.23722,-84.82694,Coweta,30220,33.23722,-84.82694,0.0,OK
Gray,GA,Georgia,33.0086,-83.5342,Jones,31032,33.05725082591988,-83.49082933899933,4.1926843900055,Review
Grayson,GA,Georgia,33.89333,-83.95556,Gwinnett,30017,33.89333,-83.95556,0.0,OK
Greensboro,GA,Georgia,33.57167,-83.18083,Greene,30642,33.57167,-83.18083,0.0,OK
Greenville,GA,Georgia,33.02778,-84.71361,Meriwether,30222,33.04293173895491,-84.67156736895072,2.6543995022588875,Review
Griffin,GA,Georgia,33.2475,-84.27083,Spalding,30223-30224,33.29862273334227,-84.19798225572764,5.495167221700013,Review
Grove,GA,Georgia,0.0,0.0,,,0.0,0.0,0.0,OK
Gumbranch,GA,Georgia,31.83889,-81.68444,Liberty,31313,35.24652670572324,-77.20841887317451,349.0356377660512,Bad
Guyton,GA,Georgia,32.33639,-81.39389,Effingham,31312,36.13344848549127,-77.13368296539612,357.65186836880963,Bad
Hagan,GA,Georgia,32.15528,-81.93194,Evans,30429,32.15528,-81.93194,0.0,OK
Hahira,GA,Georgia,30.99056,-83.37139,Lowndes,31632,31.037741393350814,-83.34447585583955,3.6214966982683303,Review
Hamilton,GA,Georgia,32.76472,-84.87306,Harris,31811,32.76472,-84.87306,0.0,OK
Hampton,GA,Georgia,33.38139,-84.28944,Henry,30228,33.42380850509203,-84.2753221144904,3.035136774818449,Review
Hapeville,GA,Georgia,33.6625,-84.41028,Fulton,30354,33.71248755433426,-84.34567132853144,5.072026363433638,Review
Haralson,GA,Georgia,33.22667,-84.56972,Coweta,30229,33.22667,-84.56972,0.0,OK
Harlem,GA,Georgia,33.41694,-82.31389,Columbia,30814,36.12860512188568,-77.58795612213022,327.3432358812439,Bad
Harrison,GA,Georgia,32.82556,-82.72444,Washington,31035,32.82556,-82.72444,0.0,OK
Hartwell,GA,Georgia,34.35278,-82.93111,Hart,30643,34.35278,-82.93111,0.0,OK
Hawkinsville,GA,Georgia,32.28361,-83.47667,Pulaski,31036,32.311166925967896,-83.45378546996022,2.3236311925508497,Review
Hazlehurst,GA,Georgia,31.86611,-82.59944,Jeff Davis,31539,31.86611,-82.59944,0.0,OK
Helen,GA,Georgia,34.7025,-83.7275,White,30545,34.7025,-83.7275,0.0,OK
Hephzibah,GA,Georgia,33.30417,-82.09806,Richmond,30815,37.4914530416885,-79.89266678004164,314.3416077475657,Bad
Hiawassee,GA,Georgia,34.94944,-83.755,Towns,30546,34.94944,-83.755,0.0,OK
Higgston,GA,Georgia,32.21722,-82.46722,Montgomery,30410,32.26738580302979,-82.4468089222369,3.6574751851327063,Review
Hiltonia,GA,Georgia,32.88222,-81.65944,Screven,30467,32.911267673905925,-81.58164727313326,4.945797040524735,Review
Hinesville,GA,Georgia,31.84667,-81.59639,Liberty,"31310, 31313",31.89581040661903,-81.52197113595373,5.532602516330705,Review
Hiram,GA,Georgia,33.86556,-84.77472,Paulding,30141,38.58142943645778,-80.16412592457385,414.6841058865084,Bad
Hoboken,GA,Georgia,31.18278,-82.13389,Brantley,31542,31.215966568840848,-82.08102279138777,3.876739831324969,Review
Hogansville,GA,Georgia,33.17,-84.90917,Troup,30230,33.192218078919105,-84.85106110273854,3.699185184235793,Review
Holly Springs,GA,Georgia,34.16639,-84.50111,Cherokee,30142,34.23865060934329,-84.41263534536911,7.104899956395755,Review
Homeland,GA,Georgia,30.85944,-82.02194,Charlton,31537,30.85944,-82.02194,0.0,OK
Homer,GA,Georgia,34.33389,-83.49972,Banks,30547,34.33389,-83.49972,0.0,OK
Homerville,GA,Georgia,31.03694,-82.75139,Clinch,31634,31.03694,-82.75139,0.0,OK
Hoschton,GA,Georgia,34.09611,-83.76111,Jackson,30548,34.16389919823958,-83.70053900496005,5.8210498927377285,Review
Hull,GA,Georgia,34.01333,-83.29444,Madison,30646,34.01333,-83.29444,0.0,OK
Ideal,GA,Georgia,32.37306,-84.18889,Macon,31041,33.83581986108114,-82.83816863742761,127.66482574626531,Bad
Ila,GA,Georgia,34.17361,-83.29278,Madison,30647,38.13593487536074,-78.54393739738475,380.86389826367343,Bad
Iron,GA,Georgia,0.0,0.0,,,0.043096332337465675,0.08679972781392564,6.694461801234112,Review
Irwinton,GA,Georgia,32.81194,-83.17667,Wilkinson,31042,32.81194,-83.17667,0.0,OK
Ivey,GA,Georgia,32.90917,-83.30083,Wilkinson,31031,34.15670974646508,-80.15841783847519,200.7055562645693,Bad
Jackson,GA,Georgia,33.29361,-83.9625,Butts,30233,33.29361,-83.9625,0.0,OK
Jacksonville,GA,Georgia,31.81333,-82.97528,Telfair,31544,31.884467195334235,-82.89358912276083,6.863325603374936,Review
Jakin,GA,Georgia,31.09056,-84.98306,Early,"31761, 39861",31.09056,-84.98306,0.0,OK
Jasper,GA,Georgia,34.46917,-84.43417,Pickens,30143,37.050419535357605,-81.28099822667473,251.09900145224756,Bad
Jefferson,GA,Georgia,34.12667,-83.59028,Jackson,30549,34.22153009178098,-83.50493050108955,8.164357614458508,Review
Jeffersonville,GA,Georgia,32.68389,-83.33972,Twiggs,31044,32.74802188722361,-83.31659163712654,4.620129238750337,Review
Jenkinsburg,GA,Georgia,33.325,-84.035,Butts,30234,33.325,-84.035,0.0,OK
Jersey,GA,Georgia,33.71694,-83.80389,Walton,30018,33.71694,-83.80389,0.0,OK
Jesup,GA,Georgia,31.60194,-81.885,Wayne,31500-31599,31.60194,-81.885,0.0,OK
Johns Creek,GA,Georgia,34.02889,-84.19861,Fulton,"None assigned to Johns Creek by USPS as it does not recognize the city. 30005, 30022, 30024, 30097, 30098 from other cities apply in various parts of Johns Creek.",39.0162844177529,-80.37252092854823,404.3797817751455,Bad
Jonesboro,GA,Georgia,33.52444,-84.35417,Clayton,30236-30238,33.52444,-84.35417,0.0,OK
Junction,GA,Georgia,0.0,0.0,,,0.0,0.0,0.0,OK
Kennesaw,GA,Georgia,34.02333,-84.61528,Cobb,30144/30152,34.02333,-84.61528,0.0,OK
Keysville,GA,Georgia,33.23528,-82.23167,Burke,"30811, 30816",33.23528,-82.23167,0.0,OK
Kingsland,GA,Georgia,30.79472,-81.67167,Camden,31548,34.72535241047957,-77.42999539126063,366.47034209619505,Bad
Kingston,GA,Georgia,34.23583,-84.94472,Bartow,30145,34.32371887061062,-84.91860817908534,6.239437692407886,Review
Kite,GA,Georgia,32.69139,-82.51528,Johnson,31049,32.78998505879395,-82.44594747201894,7.9034720111778975,Review
LaFayette,GA,Georgia,34.70972,-85.28389,Walker,30728,34.70972,-85.28389,0.0,OK
LaGrange,GA,Georgia,33.03667,-85.03194,Troup,"30240, 30241, 30261",33.10768088175631,-84.93281171300242,7.551716093183892,Review
Lake,GA,Georgia,0.0,0.0,,,0.057505999098777134,0.035473588298356284,4.651023983769656,Review
Lakeland,GA,Georgia,31.03917,-83.07028,Lanier,31635,31.126232699789707,-83.02484047915847,6.575245252874555,Review
Lake Park,GA,Georgia,30.68472,-83.18778,Lowndes,31636,34.69378591985456,-79.86624528095439,337.26288507040033,Bad
Lavonia,GA,Georgia,34.43611,-83.10639,Franklin,30553,34.43611,-83.10639,0.0,OK
Lawrenceville,GA,Georgia,33.95306,-83.9925,Gwinnett,"30042-30046, 30049",33.97779250211734,-83.97011951364749,2.1348956455404555,Review
Leary,GA,Georgia,31.48556,-84.51333,Calhoun,39862,31.508594059396973,-84.48369771742706,2.361885112536384,Review
Leesburg,GA,Georgia,31.73278,-84.17083,Lee,31763,31.73278,-84.17083,0.0,OK
Lenox,GA,Georgia,31.267,-83.467,Cook,31637,35.17083004713479,-80.16427161222852,330.066505372655,Bad
Leslie,GA,Georgia,31.955,-84.08694,Sumter,31764,31.955,-84.08694,0.0,OK
Lexington,GA,Georgia,33.87028,-83.11083,Oglethorpe,30648,38.67187261771144,-80.40238574204191,363.9204162381199,Bad
Lilburn,GA,Georgia,33.88889,-84.14083,Gwinnett,30047-30048,33.88889,-84.14083,0.0,OK
